From Date,To Date,PM10,PM2.5,NO2,CO,Ozone,SO2
02-07-2018 01:00,02-07-2018 02:00,None,18.5,21.45,0.95,11.5,8.97
02-07-2018 02:00,02-07-2018 03:00,None,18.0,17.4,0.8,10.5,10.65
02-07-2018 03:00,02-07-2018 04:00,None,17.5,16.05,0.78,10.25,11.22
02-07-2018 04:00,02-07-2018 05:00,None,18.5,15.18,0.7,7.35,10.45
02-07-2018 05:00,02-07-2018 06:00,None,22.5,15.3,0.65,6.77,10.95
02-07-2018 06:00,02-07-2018 07:00,None,29.0,18.3,0.63,5.25,10.6
02-07-2018 07:00,02-07-2018 08:00,None,33.0,20.1,0.7,4.55,8.57
02-07-2018 08:00,02-07-2018 09:00,None,32.0,18.42,0.7,7.3,8.18
02-07-2018 09:00,02-07-2018 10:00,None,34.5,19.5,0.8,12.9,8.55
02-07-2018 10:00,02-07-2018 11:00,None,38.0,19.5,0.62,20.95,9.85
02-07-2018 11:00,02-07-2018 12:00,114.0,36.0,16.08,0.65,31.75,10.37
02-07-2018 12:00,02-07-2018 13:00,106.5,29.5,15.3,0.78,44.35,10.15
02-07-2018 13:00,02-07-2018 14:00,98.0,24.0,14.0,0.72,45.3,10.85
02-07-2018 14:00,02-07-2018 15:00,109.5,27.0,13.88,0.8,62.78,10.95
02-07-2018 15:00,02-07-2018 16:00,121.5,31.0,14.7,0.85,43.25,10.3
02-07-2018 16:00,02-07-2018 17:00,None,None,None,None,None,None
02-07-2018 17:00,02-07-2018 18:00,172.0,30.5,13.22,0.75,44.5,8.88
02-07-2018 18:00,02-07-2018 19:00,205.25,34.0,25.8,0.9,39.03,9.2
02-07-2018 19:00,02-07-2018 20:00,237.75,31.0,23.6,0.77,50.38,9.57
02-07-2018 20:00,02-07-2018 21:00,360.0,26.5,18.53,0.67,41.4,9.35
02-07-2018 21:00,02-07-2018 22:00,None,11.75,23.07,0.8,21.28,9.53
02-07-2018 22:00,02-07-2018 23:00,62.0,11.5,36.0,1.03,10.07,9.9
02-07-2018 23:00,03-07-2018 00:00,59.5,22.25,34.2,1.08,10.0,9.7
03-07-2018 00:00,03-07-2018 01:00,57.5,27.25,35.1,0.95,None,43.15
03-07-2018 01:00,03-07-2018 02:00,79.25,39.75,29.1,0.77,191.8,29.97
03-07-2018 02:00,03-07-2018 03:00,95.0,32.5,17.25,0.6,141.45,14.0
03-07-2018 03:00,03-07-2018 04:00,96.0,18.75,22.58,0.65,90.32,13.1
03-07-2018 04:00,03-07-2018 05:00,99.5,38.5,21.53,0.68,42.45,13.77
03-07-2018 05:00,03-07-2018 06:00,110.5,44.5,24.2,0.8,58.07,13.27
03-07-2018 06:00,03-07-2018 07:00,109.5,39.5,25.78,1.05,17.52,13.08
03-07-2018 07:00,03-07-2018 08:00,100.5,39.0,30.0,1.2,4.35,11.05
03-07-2018 08:00,03-07-2018 09:00,100.5,45.25,25.4,1.22,7.77,10.58
03-07-2018 09:00,03-07-2018 10:00,114.75,54.25,22.55,1.2,110.4,12.95
03-07-2018 10:00,03-07-2018 11:00,120.25,51.75,25.27,1.2,116.9,14.93
03-07-2018 11:00,03-07-2018 12:00,134.0,54.0,27.25,1.08,57.57,13.83
03-07-2018 12:00,03-07-2018 13:00,143.25,62.0,22.07,1.05,63.35,12.1
03-07-2018 13:00,03-07-2018 14:00,133.0,58.5,18.5,0.97,90.52,11.1
03-07-2018 14:00,03-07-2018 15:00,124.5,54.75,16.3,0.9,58.2,10.75
03-07-2018 15:00,03-07-2018 16:00,117.25,48.75,14.62,2.27,35.78,9.35
03-07-2018 16:00,03-07-2018 17:00,118.0,51.0,15.15,2.85,32.22,8.32
03-07-2018 17:00,03-07-2018 18:00,125.5,54.0,16.52,1.88,33.57,8.05
03-07-2018 18:00,03-07-2018 19:00,133.0,56.5,18.55,0.87,28.28,8.92
03-07-2018 19:00,03-07-2018 20:00,128.0,47.5,23.6,0.95,26.52,10.35
03-07-2018 20:00,03-07-2018 21:00,132.0,49.0,30.35,1.12,52.35,11.15
03-07-2018 21:00,03-07-2018 22:00,150.5,58.5,35.0,1.47,None,18.28
03-07-2018 22:00,03-07-2018 23:00,169.5,68.5,31.05,1.27,95.42,22.5
03-07-2018 23:00,04-07-2018 00:00,148.0,65.0,28.55,1.05,22.62,13.75
04-07-2018 00:00,04-07-2018 01:00,114.5,53.5,20.47,0.9,1.9,10.47
04-07-2018 01:00,04-07-2018 02:00,100.0,45.0,17.38,0.8,5.7,9.2
04-07-2018 02:00,04-07-2018 03:00,85.5,35.5,16.5,0.75,3.33,9.65
04-07-2018 03:00,04-07-2018 04:00,75.5,30.0,15.88,0.7,5.18,10.17
04-07-2018 04:00,04-07-2018 05:00,73.5,29.0,16.18,0.67,99.73,15.2
04-07-2018 05:00,04-07-2018 06:00,65.5,30.0,17.83,0.7,84.07,16.53
04-07-2018 06:00,04-07-2018 07:00,67.5,33.0,19.35,0.8,21.58,13.03
04-07-2018 07:00,04-07-2018 08:00,75.0,38.5,22.12,0.88,5.7,10.15
04-07-2018 08:00,04-07-2018 09:00,70.5,37.5,18.3,1.05,4.62,9.77
04-07-2018 09:00,04-07-2018 10:00,76.5,34.5,19.82,1.13,17.32,10.43
04-07-2018 10:00,04-07-2018 11:00,84.0,34.5,19.05,0.92,51.33,13.07
04-07-2018 11:00,04-07-2018 12:00,87.0,33.0,17.65,0.8,56.35,10.52
04-07-2018 12:00,04-07-2018 13:00,96.5,35.5,20.45,0.8,81.4,11.03
04-07-2018 13:00,04-07-2018 14:00,109.5,33.5,17.7,0.8,76.05,11.22
04-07-2018 14:00,04-07-2018 15:00,129.0,34.5,17.87,0.83,91.12,11.38
04-07-2018 15:00,04-07-2018 16:00,151.0,43.0,19.25,0.85,108.73,11.6
04-07-2018 16:00,04-07-2018 17:00,173.0,51.5,25.75,0.97,90.0,11.72
04-07-2018 17:00,04-07-2018 18:00,191.0,59.0,23.72,1.03,63.55,10.95
04-07-2018 18:00,04-07-2018 19:00,198.0,64.5,31.2,1.12,43.5,13.88
04-07-2018 19:00,04-07-2018 20:00,171.0,57.5,24.47,1.03,38.77,11.8
04-07-2018 20:00,04-07-2018 21:00,122.0,42.5,23.45,1.08,30.18,10.7
04-07-2018 21:00,04-07-2018 22:00,96.5,38.0,20.6,0.97,20.52,10.23
04-07-2018 22:00,04-07-2018 23:00,90.5,37.0,21.55,1.03,12.82,10.3
04-07-2018 23:00,05-07-2018 00:00,94.5,39.0,23.23,1.05,9.18,9.85
05-07-2018 00:00,05-07-2018 01:00,97.5,41.0,22.65,0.97,4.0,9.15
05-07-2018 01:00,05-07-2018 02:00,109.0,46.0,23.2,1.0,6.65,8.93
05-07-2018 02:00,05-07-2018 03:00,95.0,42.5,29.15,0.8,10.12,8.55
05-07-2018 03:00,05-07-2018 04:00,68.0,30.0,27.2,0.78,9.48,8.52
05-07-2018 04:00,05-07-2018 05:00,71.5,29.0,26.48,0.72,9.07,8.9
05-07-2018 05:00,05-07-2018 06:00,90.0,36.5,25.65,0.8,9.33,9.78
05-07-2018 06:00,05-07-2018 07:00,129.5,50.0,31.77,1.18,46.9,10.03
05-07-2018 07:00,05-07-2018 08:00,182.0,72.0,43.05,1.53,165.7,13.0
05-07-2018 08:00,05-07-2018 09:00,189.0,75.0,30.53,1.32,47.12,12.97
05-07-2018 09:00,05-07-2018 10:00,139.0,52.0,27.25,1.2,22.12,16.22
05-07-2018 10:00,05-07-2018 11:00,128.5,43.0,28.0,1.4,34.05,12.32
05-07-2018 11:00,05-07-2018 12:00,165.0,51.5,27.62,1.2,56.72,12.65
05-07-2018 12:00,05-07-2018 13:00,186.0,65.0,25.07,1.0,64.62,12.75
05-07-2018 13:00,05-07-2018 14:00,185.5,75.5,29.4,0.85,49.32,12.65
05-07-2018 14:00,05-07-2018 15:00,188.0,77.5,34.12,0.7,31.1,15.35
05-07-2018 15:00,05-07-2018 16:00,190.5,76.0,26.0,0.65,34.6,13.03
05-07-2018 16:00,05-07-2018 17:00,152.5,53.0,22.4,0.88,28.3,7.42
05-07-2018 17:00,05-07-2018 18:00,181.0,55.0,29.68,0.95,24.0,10.0
05-07-2018 18:00,05-07-2018 19:00,231.5,74.0,33.83,0.95,21.45,13.48
05-07-2018 19:00,05-07-2018 20:00,203.5,65.5,28.23,0.9,24.47,14.52
05-07-2018 20:00,05-07-2018 21:00,173.0,57.5,26.75,0.95,17.5,13.08
05-07-2018 21:00,05-07-2018 22:00,152.0,57.0,29.88,1.18,10.77,12.33
05-07-2018 22:00,05-07-2018 23:00,176.5,66.5,39.27,1.25,7.0,14.33
05-07-2018 23:00,06-07-2018 00:00,219.0,80.5,38.35,1.15,5.92,15.18
06-07-2018 00:00,06-07-2018 01:00,252.5,97.0,31.15,1.03,4.05,13.95
06-07-2018 01:00,06-07-2018 02:00,331.5,127.5,31.95,1.13,9.2,14.4
06-07-2018 02:00,06-07-2018 03:00,355.5,140.0,28.25,1.0,6.82,12.35
06-07-2018 03:00,06-07-2018 04:00,249.5,98.0,23.32,0.9,8.02,11.0
06-07-2018 04:00,06-07-2018 05:00,149.5,56.25,21.95,0.72,9.95,11.55
06-07-2018 05:00,06-07-2018 06:00,145.5,53.5,22.2,0.8,8.48,11.65
06-07-2018 06:00,06-07-2018 07:00,157.0,58.5,24.4,0.97,8.1,10.67
06-07-2018 07:00,06-07-2018 08:00,179.0,68.0,33.78,1.18,6.65,10.4
06-07-2018 08:00,06-07-2018 09:00,211.5,77.5,36.0,1.3,13.53,10.28
06-07-2018 09:00,06-07-2018 10:00,206.0,73.0,28.95,1.25,32.05,9.2
06-07-2018 10:00,06-07-2018 11:00,200.5,66.5,26.13,1.3,54.47,9.73
06-07-2018 11:00,06-07-2018 12:00,214.5,65.0,21.73,1.05,60.35,11.45
06-07-2018 12:00,06-07-2018 13:00,205.0,63.0,19.27,0.92,54.57,11.35
06-07-2018 13:00,06-07-2018 14:00,187.5,63.0,18.72,0.78,52.97,12.1
06-07-2018 14:00,06-07-2018 15:00,188.5,66.5,16.5,0.72,58.7,11.27
06-07-2018 15:00,06-07-2018 16:00,185.0,72.5,18.7,0.78,59.08,10.8
06-07-2018 16:00,06-07-2018 17:00,166.0,67.0,23.35,0.8,48.62,10.9
06-07-2018 17:00,06-07-2018 18:00,153.0,58.0,23.5,0.9,48.6,12.85
06-07-2018 18:00,06-07-2018 19:00,151.0,57.0,25.15,0.83,46.85,12.65
06-07-2018 19:00,06-07-2018 20:00,170.5,59.0,34.58,0.95,41.9,13.85
06-07-2018 20:00,06-07-2018 21:00,221.5,83.0,38.12,1.17,31.1,16.03
06-07-2018 21:00,06-07-2018 22:00,247.0,100.5,41.7,1.2,19.17,16.83
06-07-2018 22:00,06-07-2018 23:00,236.0,93.0,41.25,1.13,17.1,15.38
06-07-2018 23:00,07-07-2018 00:00,225.0,88.0,37.65,1.1,16.58,13.93
07-07-2018 00:00,07-07-2018 01:00,200.0,77.5,32.18,1.05,16.12,12.22
07-07-2018 01:00,07-07-2018 02:00,155.0,60.0,29.9,1.05,17.85,11.02
07-07-2018 02:00,07-07-2018 03:00,136.5,56.0,24.0,1.0,17.45,10.05
07-07-2018 03:00,07-07-2018 04:00,154.0,60.0,22.35,0.92,18.2,9.85
07-07-2018 04:00,07-07-2018 05:00,145.0,55.5,24.53,0.83,16.95,10.05
07-07-2018 05:00,07-07-2018 06:00,125.0,52.5,23.12,0.85,16.6,10.35
07-07-2018 06:00,07-07-2018 07:00,130.5,53.0,23.15,0.92,16.25,10.7
07-07-2018 07:00,07-07-2018 08:00,165.0,68.0,27.68,None,17.45,10.45
07-07-2018 08:00,07-07-2018 09:00,173.5,71.0,23.4,None,30.63,10.67
07-07-2018 09:00,07-07-2018 10:00,145.5,55.0,19.38,None,46.35,11.8
07-07-2018 10:00,07-07-2018 11:00,139.0,49.0,18.5,None,55.5,12.75
07-07-2018 11:00,07-07-2018 12:00,150.0,48.5,19.5,1.0,73.47,14.03
07-07-2018 12:00,07-07-2018 13:00,157.5,58.5,17.97,1.0,82.93,13.08
07-07-2018 13:00,07-07-2018 14:00,160.5,63.0,18.68,0.67,71.07,13.85
07-07-2018 14:00,07-07-2018 15:00,167.0,58.5,18.5,0.7,71.98,14.17
07-07-2018 15:00,07-07-2018 16:00,171.5,60.5,20.88,0.7,72.88,14.45
07-07-2018 16:00,07-07-2018 17:00,185.5,65.0,27.13,0.72,57.1,15.95
07-07-2018 17:00,07-07-2018 18:00,201.5,64.5,33.08,0.95,54.73,17.35
07-07-2018 18:00,07-07-2018 19:00,206.0,66.0,31.4,1.1,60.7,14.43
07-07-2018 19:00,07-07-2018 20:00,218.0,70.0,35.1,1.23,56.65,14.65
07-07-2018 20:00,07-07-2018 21:00,231.5,None,40.73,1.4,43.82,14.02
07-07-2018 21:00,07-07-2018 22:00,219.5,66.0,39.35,1.37,41.7,13.18
07-07-2018 22:00,07-07-2018 23:00,208.5,68.0,36.12,1.42,27.85,13.4
07-07-2018 23:00,08-07-2018 00:00,203.5,75.5,33.37,1.25,23.97,13.35
08-07-2018 00:00,08-07-2018 01:00,187.0,77.5,32.1,1.1,20.47,12.12
08-07-2018 01:00,08-07-2018 02:00,169.0,73.0,23.83,1.0,29.8,10.87
08-07-2018 02:00,08-07-2018 03:00,159.5,76.5,22.75,1.1,32.6,10.85
08-07-2018 03:00,08-07-2018 04:00,154.0,74.0,20.28,1.08,37.9,10.62
08-07-2018 04:00,08-07-2018 05:00,146.0,67.5,22.7,1.0,28.32,10.55
08-07-2018 05:00,08-07-2018 06:00,150.5,68.0,25.1,1.0,15.77,10.2
08-07-2018 06:00,08-07-2018 07:00,160.0,68.5,29.73,1.12,58.45,11.7
08-07-2018 07:00,08-07-2018 08:00,223.5,91.0,51.15,1.37,95.25,14.65
08-07-2018 08:00,08-07-2018 09:00,265.5,123.5,31.8,1.2,51.82,15.12
08-07-2018 09:00,08-07-2018 10:00,223.5,111.5,23.2,1.08,53.52,13.75
08-07-2018 10:00,08-07-2018 11:00,196.0,81.5,19.2,0.97,72.55,12.95
08-07-2018 11:00,08-07-2018 12:00,177.5,62.0,18.65,0.95,84.95,13.5
08-07-2018 12:00,08-07-2018 13:00,152.5,47.0,16.42,1.0,90.88,12.97
08-07-2018 13:00,08-07-2018 14:00,145.0,43.0,17.02,0.9,92.2,13.22
08-07-2018 14:00,08-07-2018 15:00,137.0,40.5,15.3,0.83,93.72,12.67
08-07-2018 15:00,08-07-2018 16:00,137.0,43.5,16.98,0.85,96.45,12.25
08-07-2018 16:00,08-07-2018 17:00,149.5,51.5,20.75,0.97,92.02,11.95
08-07-2018 17:00,08-07-2018 18:00,153.5,52.5,24.72,0.95,85.4,12.0
08-07-2018 18:00,08-07-2018 19:00,163.0,57.0,20.93,0.95,95.52,11.48
08-07-2018 19:00,08-07-2018 20:00,200.5,77.5,22.7,1.05,93.6,12.72
08-07-2018 20:00,08-07-2018 21:00,239.5,96.0,26.53,1.18,76.02,13.3
08-07-2018 21:00,08-07-2018 22:00,241.0,94.5,28.25,1.15,50.88,14.52
08-07-2018 22:00,08-07-2018 23:00,246.5,89.0,36.27,1.23,26.0,20.07
08-07-2018 23:00,09-07-2018 00:00,244.5,92.0,36.85,1.15,37.93,16.33
09-07-2018 00:00,09-07-2018 01:00,214.0,91.5,38.53,1.05,23.2,12.4
09-07-2018 01:00,09-07-2018 02:00,191.0,85.0,21.62,0.97,38.65,11.17
09-07-2018 02:00,09-07-2018 03:00,177.5,79.0,17.3,1.0,33.72,10.1
09-07-2018 03:00,09-07-2018 04:00,172.0,73.5,20.45,0.95,22.03,11.28
09-07-2018 04:00,09-07-2018 05:00,153.5,64.0,19.82,0.9,16.7,11.1
09-07-2018 05:00,09-07-2018 06:00,122.5,57.0,20.1,0.9,10.72,10.78
09-07-2018 06:00,09-07-2018 07:00,113.5,52.0,22.6,0.97,7.55,10.6
09-07-2018 07:00,09-07-2018 08:00,126.5,53.0,24.32,1.08,9.0,12.0
09-07-2018 08:00,09-07-2018 09:00,146.5,58.5,21.57,1.08,6.82,11.72
09-07-2018 09:00,09-07-2018 10:00,156.5,58.5,20.85,1.1,25.62,11.15
09-07-2018 10:00,09-07-2018 11:00,158.0,55.0,19.08,1.0,52.93,11.22
09-07-2018 11:00,09-07-2018 12:00,159.0,52.5,18.35,1.0,78.0,12.17
09-07-2018 12:00,09-07-2018 13:00,160.5,54.0,17.88,0.95,94.57,13.07
09-07-2018 13:00,09-07-2018 14:00,165.5,57.0,20.18,0.95,107.85,13.45
09-07-2018 14:00,09-07-2018 15:00,176.0,58.5,20.38,0.97,86.45,13.85
09-07-2018 15:00,09-07-2018 16:00,178.0,63.0,28.95,0.95,72.92,14.27
09-07-2018 16:00,09-07-2018 17:00,171.25,66.75,26.7,1.03,103.68,14.35
09-07-2018 17:00,09-07-2018 18:00,176.75,64.75,23.85,1.1,70.52,11.5
09-07-2018 18:00,09-07-2018 19:00,200.0,70.5,29.17,1.22,52.1,11.62
09-07-2018 19:00,09-07-2018 20:00,184.0,69.25,22.25,1.05,34.1,11.3
09-07-2018 20:00,09-07-2018 21:00,176.25,60.25,25.65,1.13,27.55,13.0
09-07-2018 21:00,09-07-2018 22:00,148.75,56.25,34.38,1.05,100.82,18.78
09-07-2018 22:00,09-07-2018 23:00,124.5,47.25,17.7,0.92,27.88,14.3
09-07-2018 23:00,10-07-2018 00:00,90.5,38.25,15.57,0.92,16.4,11.75
10-07-2018 00:00,10-07-2018 01:00,95.5,49.75,16.65,0.95,143.6,12.47
10-07-2018 01:00,10-07-2018 02:00,105.0,63.25,19.77,1.13,41.5,14.8
10-07-2018 02:00,10-07-2018 03:00,93.5,54.75,17.2,1.1,23.8,13.0
10-07-2018 03:00,10-07-2018 04:00,68.25,36.0,16.93,1.05,73.13,16.8
10-07-2018 04:00,10-07-2018 05:00,71.25,37.25,15.73,0.9,127.95,13.97
10-07-2018 05:00,10-07-2018 06:00,80.5,41.0,15.15,0.97,95.83,18.5
10-07-2018 06:00,10-07-2018 07:00,90.0,42.0,16.93,1.05,52.4,16.62
10-07-2018 07:00,10-07-2018 08:00,102.25,45.25,19.15,1.13,49.55,15.55
10-07-2018 08:00,10-07-2018 09:00,119.0,45.5,17.75,1.15,20.42,14.7
10-07-2018 09:00,10-07-2018 10:00,111.75,42.0,17.05,1.18,16.2,12.03
10-07-2018 10:00,10-07-2018 11:00,109.5,36.75,18.53,1.2,6.62,10.72
10-07-2018 11:00,10-07-2018 12:00,112.5,38.25,18.8,1.08,25.12,10.35
10-07-2018 12:00,10-07-2018 13:00,105.0,34.0,17.28,0.87,52.75,11.0
10-07-2018 13:00,10-07-2018 14:00,101.5,30.75,17.47,0.85,74.6,11.08
10-07-2018 14:00,10-07-2018 15:00,122.0,40.75,18.28,0.87,84.7,11.23
10-07-2018 15:00,10-07-2018 16:00,139.5,47.0,18.7,0.87,83.65,11.75
10-07-2018 16:00,10-07-2018 17:00,155.25,52.25,19.85,0.9,71.43,12.67
10-07-2018 17:00,10-07-2018 18:00,147.75,54.5,19.7,0.9,66.17,10.7
10-07-2018 18:00,10-07-2018 19:00,135.0,41.0,20.95,1.05,43.2,11.3
10-07-2018 19:00,10-07-2018 20:00,145.25,40.75,29.65,1.23,28.3,16.75
10-07-2018 20:00,10-07-2018 21:00,143.0,39.0,28.55,1.13,23.58,15.9
10-07-2018 21:00,10-07-2018 22:00,119.0,34.5,25.68,1.08,81.6,17.55
10-07-2018 22:00,10-07-2018 23:00,96.0,30.75,19.65,0.97,18.48,11.78
10-07-2018 23:00,11-07-2018 00:00,78.75,30.25,16.38,0.9,14.72,10.7
11-07-2018 00:00,11-07-2018 01:00,69.25,23.75,13.43,0.9,9.55,10.63
11-07-2018 01:00,11-07-2018 02:00,58.25,27.5,18.2,0.83,6.9,12.1
11-07-2018 02:00,11-07-2018 03:00,50.0,23.0,21.0,0.8,6.38,12.7
11-07-2018 03:00,11-07-2018 04:00,51.0,24.25,16.12,0.78,7.88,11.38
11-07-2018 04:00,11-07-2018 05:00,54.0,26.75,16.23,0.8,6.75,11.58
11-07-2018 05:00,11-07-2018 06:00,62.0,24.0,13.97,0.8,4.82,11.42
11-07-2018 06:00,11-07-2018 07:00,63.75,27.25,16.83,0.83,1.0,12.05
11-07-2018 07:00,11-07-2018 08:00,84.0,30.75,18.88,0.97,2.73,10.45
11-07-2018 08:00,11-07-2018 09:00,103.25,41.0,18.4,1.0,0.8,9.95
11-07-2018 09:00,11-07-2018 10:00,104.5,45.25,18.83,1.05,1.0,9.48
11-07-2018 10:00,11-07-2018 11:00,100.25,42.0,19.7,1.08,14.75,9.65
11-07-2018 11:00,11-07-2018 12:00,120.75,51.5,20.93,1.05,10.8,10.2
11-07-2018 12:00,11-07-2018 13:00,150.75,59.0,20.78,0.97,18.67,10.58
11-07-2018 13:00,11-07-2018 14:00,150.75,52.0,30.8,1.13,18.05,12.25
11-07-2018 14:00,11-07-2018 15:00,162.0,55.0,35.55,1.15,22.95,12.6
11-07-2018 15:00,11-07-2018 16:00,140.0,46.5,33.1,1.12,22.1,12.55
11-07-2018 16:00,11-07-2018 17:00,145.75,47.0,29.03,0.95,36.3,12.6
11-07-2018 17:00,11-07-2018 18:00,121.0,45.5,31.52,1.05,71.48,20.68
11-07-2018 18:00,11-07-2018 19:00,123.25,45.0,34.93,1.1,13.02,16.38
11-07-2018 19:00,11-07-2018 20:00,103.75,31.25,31.5,1.08,8.4,12.0
11-07-2018 20:00,11-07-2018 21:00,107.25,34.75,38.03,1.1,6.98,14.15
11-07-2018 21:00,11-07-2018 22:00,108.5,34.25,30.7,1.1,16.25,12.47
11-07-2018 22:00,11-07-2018 23:00,99.5,33.25,29.72,1.15,15.07,10.58
11-07-2018 23:00,12-07-2018 00:00,98.0,29.5,30.28,1.2,8.38,10.95
12-07-2018 00:00,12-07-2018 01:00,117.0,39.5,29.42,1.18,3.47,11.45
12-07-2018 01:00,12-07-2018 02:00,142.0,53.0,24.7,1.0,7.0,10.05
12-07-2018 02:00,12-07-2018 03:00,129.25,42.5,23.6,1.2,5.47,10.6
12-07-2018 03:00,12-07-2018 04:00,135.0,38.25,23.5,1.2,5.77,9.8
12-07-2018 04:00,12-07-2018 05:00,131.0,38.0,23.7,1.2,5.9,10.35
12-07-2018 05:00,12-07-2018 06:00,121.25,33.75,21.77,1.08,7.02,10.62
12-07-2018 06:00,12-07-2018 07:00,101.25,30.25,21.85,1.0,8.38,10.7
12-07-2018 07:00,12-07-2018 08:00,114.5,33.75,24.0,1.1,7.38,12.25
12-07-2018 08:00,12-07-2018 09:00,154.75,45.75,29.62,1.18,5.95,13.72
12-07-2018 09:00,12-07-2018 10:00,162.5,57.0,32.7,1.13,3.27,14.55
12-07-2018 10:00,12-07-2018 11:00,159.75,57.0,27.45,1.1,2.98,13.22
12-07-2018 11:00,12-07-2018 12:00,159.25,57.5,29.27,1.22,6.72,12.22
12-07-2018 12:00,12-07-2018 13:00,173.75,59.5,30.7,1.13,54.62,12.32
12-07-2018 13:00,12-07-2018 14:00,193.75,64.0,29.22,1.1,94.33,13.62
12-07-2018 14:00,12-07-2018 15:00,210.75,74.25,25.42,1.0,132.0,14.55
12-07-2018 15:00,12-07-2018 16:00,210.25,79.75,24.43,1.0,144.25,16.12
12-07-2018 16:00,12-07-2018 17:00,208.75,87.5,27.73,0.9,98.3,17.15
12-07-2018 17:00,12-07-2018 18:00,197.5,92.0,34.28,0.9,38.67,23.1
12-07-2018 18:00,12-07-2018 19:00,176.0,77.5,30.43,1.03,34.95,16.6
12-07-2018 19:00,12-07-2018 20:00,150.0,54.75,28.87,1.05,26.47,13.35
12-07-2018 20:00,12-07-2018 21:00,132.0,32.5,23.85,0.92,28.55,10.8
12-07-2018 21:00,12-07-2018 22:00,90.75,19.25,18.47,0.83,19.88,10.75
12-07-2018 22:00,12-07-2018 23:00,75.0,11.0,17.45,0.7,15.4,11.1
12-07-2018 23:00,13-07-2018 00:00,None,13.0,16.25,0.7,None,9.75
13-07-2018 00:00,13-07-2018 01:00,None,13.0,14.17,0.67,None,9.47
13-07-2018 01:00,13-07-2018 02:00,None,13.0,17.33,0.67,None,10.9
13-07-2018 02:00,13-07-2018 03:00,None,18.0,15.2,0.8,None,22.5
13-07-2018 03:00,13-07-2018 04:00,None,23.0,15.1,0.78,None,38.27
13-07-2018 04:00,13-07-2018 05:00,68.0,33.0,14.08,0.7,None,43.42
13-07-2018 05:00,13-07-2018 06:00,86.0,31.0,11.8,0.72,None,16.13
13-07-2018 06:00,13-07-2018 07:00,None,19.0,12.35,0.95,None,12.02
13-07-2018 07:00,13-07-2018 08:00,63.0,25.0,16.93,1.1,None,11.0
13-07-2018 08:00,13-07-2018 09:00,78.0,27.0,17.8,1.08,None,10.88
13-07-2018 09:00,13-07-2018 10:00,84.0,39.0,19.6,1.08,None,11.72
13-07-2018 10:00,13-07-2018 11:00,122.0,51.0,19.6,1.13,None,13.83
13-07-2018 11:00,13-07-2018 12:00,128.0,51.0,18.1,0.97,40.25,14.35
13-07-2018 12:00,13-07-2018 13:00,96.0,41.0,25.9,0.8,20.18,24.68
13-07-2018 13:00,13-07-2018 14:00,105.0,46.0,16.73,0.8,45.52,14.93
13-07-2018 14:00,13-07-2018 15:00,95.0,42.0,19.83,0.8,32.7,11.88
13-07-2018 15:00,13-07-2018 16:00,166.0,20.0,25.05,0.8,7.72,10.38
13-07-2018 16:00,13-07-2018 17:00,None,11.0,21.03,0.87,0.9,10.05
13-07-2018 17:00,13-07-2018 18:00,None,23.0,30.5,1.17,34.3,9.98
13-07-2018 18:00,13-07-2018 19:00,51.0,34.0,46.48,1.28,None,9.83
13-07-2018 19:00,13-07-2018 20:00,None,22.0,38.0,1.25,None,9.85
13-07-2018 20:00,13-07-2018 21:00,None,22.0,32.35,1.33,96.22,11.32
13-07-2018 21:00,13-07-2018 22:00,80.0,29.0,29.35,1.37,9.55,12.82
13-07-2018 22:00,13-07-2018 23:00,95.0,46.0,22.48,1.15,3.33,11.52
13-07-2018 23:00,14-07-2018 00:00,69.0,23.0,17.95,1.0,1.33,10.7
14-07-2018 00:00,14-07-2018 01:00,56.0,25.0,16.22,0.97,0.1,9.88
14-07-2018 01:00,14-07-2018 02:00,55.0,40.0,16.78,0.92,4.1,9.1
14-07-2018 02:00,14-07-2018 03:00,66.0,46.0,15.7,0.8,0.95,9.5
14-07-2018 03:00,14-07-2018 04:00,61.0,41.0,15.98,0.8,None,8.25
14-07-2018 04:00,14-07-2018 05:00,55.0,33.0,14.0,0.85,None,8.75
14-07-2018 05:00,14-07-2018 06:00,62.0,30.0,15.45,0.87,0.88,10.07
14-07-2018 06:00,14-07-2018 07:00,67.0,31.0,23.45,1.05,99.95,10.95
14-07-2018 07:00,14-07-2018 08:00,75.0,44.0,17.65,1.13,17.0,18.58
14-07-2018 08:00,14-07-2018 09:00,85.0,42.0,15.78,1.03,22.77,23.4
14-07-2018 09:00,14-07-2018 10:00,72.0,34.0,19.9,1.05,32.75,22.25
14-07-2018 10:00,14-07-2018 11:00,84.0,44.0,18.25,1.08,49.28,12.45
14-07-2018 11:00,14-07-2018 12:00,74.0,35.0,17.65,1.03,38.75,11.95
14-07-2018 12:00,14-07-2018 13:00,70.0,25.0,16.3,0.88,11.6,9.42
14-07-2018 13:00,14-07-2018 14:00,68.0,7.0,21.42,0.85,12.58,17.0
14-07-2018 14:00,14-07-2018 15:00,51.0,3.0,23.85,0.9,14.1,26.12
14-07-2018 15:00,14-07-2018 16:00,51.0,8.0,21.03,0.9,14.02,18.97
14-07-2018 16:00,14-07-2018 17:00,50.0,14.0,24.27,0.97,8.48,20.75
14-07-2018 17:00,14-07-2018 18:00,70.0,29.0,25.08,1.03,2.4,15.53
