From Date,To Date,PM10,PM2.5,NO2,CO,Ozone,SO2
14-07-2018 18:00,14-07-2018 19:00,64.0,28.0,26.53,1.03,7.98,17.95
14-07-2018 19:00,14-07-2018 20:00,64.0,24.0,29.62,1.1,2.27,15.47
14-07-2018 20:00,14-07-2018 21:00,72.0,22.0,28.78,1.08,1.8,11.33
14-07-2018 21:00,14-07-2018 22:00,79.0,22.0,24.62,1.13,9.53,12.03
14-07-2018 22:00,14-07-2018 23:00,101.0,33.0,22.13,1.1,95.05,17.28
14-07-2018 23:00,15-07-2018 00:00,86.0,39.0,19.72,1.03,185.3,18.05
15-07-2018 00:00,15-07-2018 01:00,86.0,39.0,20.05,1.0,61.65,18.55
15-07-2018 01:00,15-07-2018 02:00,77.0,42.0,22.7,0.97,14.8,15.53
15-07-2018 02:00,15-07-2018 03:00,100.0,47.0,22.1,0.8,50.78,13.5
15-07-2018 03:00,15-07-2018 04:00,80.0,42.0,17.7,0.83,118.25,13.55
15-07-2018 04:00,15-07-2018 05:00,77.0,44.0,15.68,0.83,67.83,13.1
15-07-2018 05:00,15-07-2018 06:00,75.0,39.0,18.25,0.9,61.25,13.75
15-07-2018 06:00,15-07-2018 07:00,96.0,48.0,15.8,1.0,8.65,11.15
15-07-2018 07:00,15-07-2018 08:00,88.0,40.0,16.97,1.08,56.95,13.03
15-07-2018 08:00,15-07-2018 09:00,111.0,50.0,16.75,1.03,82.32,14.28
15-07-2018 09:00,15-07-2018 10:00,100.0,47.0,20.55,1.05,6.2,12.22
15-07-2018 10:00,15-07-2018 11:00,66.0,42.0,18.45,1.05,None,10.42
15-07-2018 11:00,15-07-2018 12:00,52.0,31.0,18.32,1.03,None,9.58
15-07-2018 12:00,15-07-2018 13:00,58.0,31.0,18.38,0.82,8.27,9.68
15-07-2018 13:00,15-07-2018 14:00,62.0,29.0,14.65,0.72,32.92,10.77
15-07-2018 14:00,15-07-2018 15:00,65.5,31.25,13.8,0.72,34.78,10.65
15-07-2018 15:00,15-07-2018 16:00,55.5,24.0,14.62,0.8,24.57,10.38
15-07-2018 16:00,15-07-2018 17:00,57.5,27.75,15.07,0.8,25.17,9.83
15-07-2018 17:00,15-07-2018 18:00,65.0,31.0,21.2,0.9,7.88,9.4
15-07-2018 18:00,15-07-2018 19:00,81.5,33.0,23.53,0.95,1.9,9.23
15-07-2018 19:00,15-07-2018 20:00,77.25,29.5,25.78,1.03,2.58,8.75
15-07-2018 20:00,15-07-2018 21:00,87.75,27.75,27.45,1.08,34.4,9.1
15-07-2018 21:00,15-07-2018 22:00,124.25,34.0,27.22,1.25,14.9,28.05
15-07-2018 22:00,15-07-2018 23:00,138.75,53.0,25.08,1.2,131.85,25.55
15-07-2018 23:00,16-07-2018 00:00,117.5,48.25,21.65,1.13,None,27.0
16-07-2018 00:00,16-07-2018 01:00,113.25,50.0,16.9,1.05,None,34.62
16-07-2018 01:00,16-07-2018 02:00,90.75,40.75,14.4,0.95,106.4,32.55
16-07-2018 02:00,16-07-2018 03:00,72.0,30.75,13.8,0.8,65.25,16.8
16-07-2018 03:00,16-07-2018 04:00,61.25,29.25,12.0,0.8,47.15,11.45
16-07-2018 04:00,16-07-2018 05:00,57.5,27.5,12.05,0.78,68.97,13.17
16-07-2018 05:00,16-07-2018 06:00,63.75,29.25,15.15,0.8,49.75,12.43
16-07-2018 06:00,16-07-2018 07:00,71.0,31.25,14.62,0.85,27.33,11.33
16-07-2018 07:00,16-07-2018 08:00,81.75,34.0,17.22,0.55,22.4,10.68
16-07-2018 08:00,16-07-2018 09:00,103.75,32.0,17.43,0.43,20.9,10.08
16-07-2018 09:00,16-07-2018 10:00,118.0,33.0,15.97,0.28,None,9.65
16-07-2018 10:00,16-07-2018 11:00,92.5,27.25,15.47,0.38,42.9,8.97
16-07-2018 11:00,16-07-2018 12:00,86.5,26.5,14.4,0.4,5.2,7.57
16-07-2018 12:00,16-07-2018 13:00,61.0,24.0,17.5,0.8,43.45,8.3
16-07-2018 13:00,16-07-2018 14:00,83.25,31.25,21.53,0.55,115.5,11.8
16-07-2018 14:00,16-07-2018 15:00,95.0,36.75,27.48,0.78,5.32,13.35
16-07-2018 15:00,16-07-2018 16:00,94.0,42.5,25.18,0.97,2.35,12.42
16-07-2018 16:00,16-07-2018 17:00,106.0,47.25,27.55,1.4,1.2,13.17
16-07-2018 17:00,16-07-2018 18:00,126.5,60.0,25.05,2.5,None,13.05
16-07-2018 18:00,16-07-2018 19:00,129.5,68.5,31.93,5.35,None,11.58
16-07-2018 19:00,16-07-2018 20:00,141.0,79.25,38.1,5.48,None,10.8
16-07-2018 20:00,16-07-2018 21:00,216.5,127.75,36.35,5.65,None,11.18
16-07-2018 21:00,16-07-2018 22:00,212.75,158.0,31.2,5.48,None,12.1
16-07-2018 22:00,16-07-2018 23:00,175.5,121.0,23.05,5.07,None,11.3
16-07-2018 23:00,17-07-2018 00:00,104.75,48.5,19.2,4.85,None,10.92
17-07-2018 00:00,17-07-2018 01:00,88.75,33.5,19.15,1.1,193.8,13.75
17-07-2018 01:00,17-07-2018 02:00,97.0,48.0,18.28,1.1,None,17.38
17-07-2018 02:00,17-07-2018 03:00,91.25,48.0,15.1,1.2,None,22.2
17-07-2018 03:00,17-07-2018 04:00,71.5,35.5,15.05,1.05,147.7,17.18
17-07-2018 04:00,17-07-2018 05:00,67.5,28.5,14.9,0.97,195.0,26.73
17-07-2018 05:00,17-07-2018 06:00,78.0,36.5,15.5,0.8,None,35.62
17-07-2018 06:00,17-07-2018 07:00,81.5,29.5,14.3,0.95,154.48,23.45
17-07-2018 07:00,17-07-2018 08:00,94.75,30.5,16.72,1.15,90.03,21.65
17-07-2018 08:00,17-07-2018 09:00,100.75,26.25,15.6,1.0,31.68,16.85
17-07-2018 09:00,17-07-2018 10:00,93.5,19.75,16.0,1.5,39.0,13.3
17-07-2018 10:00,17-07-2018 11:00,91.0,24.75,14.8,2.07,47.95,12.03
17-07-2018 11:00,17-07-2018 12:00,85.5,22.0,13.88,1.85,25.4,10.75
17-07-2018 12:00,17-07-2018 13:00,70.5,16.5,14.2,1.53,41.43,9.8
17-07-2018 13:00,17-07-2018 14:00,68.5,12.5,14.0,1.5,25.6,11.85
17-07-2018 14:00,17-07-2018 15:00,72.0,9.5,15.4,1.73,32.0,12.0
17-07-2018 15:00,17-07-2018 16:00,68.0,10.0,14.7,None,62.8,12.5
17-07-2018 16:00,17-07-2018 17:00,64.5,11.0,17.0,2.77,46.95,15.0
17-07-2018 17:00,17-07-2018 18:00,68.0,17.5,20.25,0.33,75.37,14.92
17-07-2018 18:00,17-07-2018 19:00,76.0,17.5,21.78,0.55,17.38,13.92
17-07-2018 19:00,17-07-2018 20:00,85.0,17.5,23.47,0.9,6.87,9.28
17-07-2018 20:00,17-07-2018 21:00,88.5,25.0,28.22,1.45,2.6,9.12
17-07-2018 21:00,17-07-2018 22:00,92.5,25.5,28.05,1.72,3.97,10.7
17-07-2018 22:00,17-07-2018 23:00,102.0,32.0,24.38,2.25,None,10.47
17-07-2018 23:00,18-07-2018 00:00,100.5,38.5,20.27,2.92,None,10.22
18-07-2018 00:00,18-07-2018 01:00,107.5,42.0,20.0,3.55,None,10.47
18-07-2018 01:00,18-07-2018 02:00,113.0,47.5,19.78,3.9,None,9.07
18-07-2018 02:00,18-07-2018 03:00,115.0,46.5,17.65,3.8,None,8.65
18-07-2018 03:00,18-07-2018 04:00,117.0,46.0,20.12,3.82,None,8.15
18-07-2018 04:00,18-07-2018 05:00,127.5,53.5,21.82,3.8,None,8.52
18-07-2018 05:00,18-07-2018 06:00,136.0,63.5,18.87,3.0,74.13,11.65
18-07-2018 06:00,18-07-2018 07:00,151.0,74.5,19.42,1.1,92.7,15.18
18-07-2018 07:00,18-07-2018 08:00,160.0,66.5,19.07,1.23,105.53,13.47
18-07-2018 08:00,18-07-2018 09:00,121.0,38.5,15.85,1.0,13.85,11.92
18-07-2018 09:00,18-07-2018 10:00,103.5,23.5,15.93,1.2,2.8,10.17
18-07-2018 10:00,18-07-2018 11:00,91.5,16.5,14.8,1.18,None,8.88
18-07-2018 11:00,18-07-2018 12:00,72.5,14.5,14.75,0.98,39.63,8.72
18-07-2018 12:00,18-07-2018 13:00,76.0,20.5,18.25,0.77,95.07,12.05
18-07-2018 13:00,18-07-2018 14:00,74.5,21.5,17.85,0.4,54.05,17.53
18-07-2018 14:00,18-07-2018 15:00,71.5,17.5,16.7,0.18,43.23,15.22
18-07-2018 15:00,18-07-2018 16:00,69.5,14.5,15.25,0.15,60.0,13.97
18-07-2018 16:00,18-07-2018 17:00,70.0,14.5,16.2,0.3,65.9,14.65
18-07-2018 17:00,18-07-2018 18:00,88.0,18.0,16.82,0.35,17.48,11.9
18-07-2018 18:00,18-07-2018 19:00,106.5,19.0,20.8,0.33,2.83,11.0
18-07-2018 19:00,18-07-2018 20:00,109.0,30.0,22.9,0.55,2.75,9.93
18-07-2018 20:00,18-07-2018 21:00,93.0,34.0,19.65,0.15,2.27,9.35
18-07-2018 21:00,18-07-2018 22:00,78.5,25.0,17.18,0.45,3.72,10.2
18-07-2018 22:00,18-07-2018 23:00,79.0,30.5,17.63,0.28,0.95,9.92
18-07-2018 23:00,19-07-2018 00:00,74.5,31.5,15.42,0.3,0.7,10.15
19-07-2018 00:00,19-07-2018 01:00,64.0,24.0,15.12,0.48,None,10.08
19-07-2018 01:00,19-07-2018 02:00,66.5,25.5,17.53,0.45,6.1,9.08
19-07-2018 02:00,19-07-2018 03:00,90.5,37.5,18.6,0.55,2.15,9.9
19-07-2018 03:00,19-07-2018 04:00,104.0,46.0,18.5,0.53,1.6,9.08
19-07-2018 04:00,19-07-2018 05:00,100.5,44.5,15.98,0.3,None,8.7
19-07-2018 05:00,19-07-2018 06:00,101.0,37.5,15.73,0.5,1.6,10.1
19-07-2018 06:00,19-07-2018 07:00,108.0,36.0,15.1,0.8,1.4,10.13
19-07-2018 07:00,19-07-2018 08:00,129.0,49.5,17.85,0.9,43.0,10.0
19-07-2018 08:00,19-07-2018 09:00,123.0,44.0,15.98,0.55,23.75,10.1
19-07-2018 09:00,19-07-2018 10:00,90.0,27.5,17.3,0.4,86.35,10.72
19-07-2018 10:00,19-07-2018 11:00,86.0,28.0,19.45,0.15,54.95,14.27
19-07-2018 11:00,19-07-2018 12:00,82.0,25.0,17.95,0.38,15.98,13.12
19-07-2018 12:00,19-07-2018 13:00,71.5,21.5,15.65,0.23,37.1,11.37
19-07-2018 13:00,19-07-2018 14:00,65.5,18.0,14.48,0.1,24.78,13.4
19-07-2018 14:00,19-07-2018 15:00,57.5,12.0,13.82,0.1,68.68,13.47
19-07-2018 15:00,19-07-2018 16:00,56.5,11.5,13.25,0.0,37.45,13.55
19-07-2018 16:00,19-07-2018 17:00,59.0,11.0,12.62,None,32.0,12.37
19-07-2018 17:00,19-07-2018 18:00,64.0,15.5,14.42,0.18,30.8,11.67
19-07-2018 18:00,19-07-2018 19:00,69.0,21.0,17.22,0.68,12.65,9.92
19-07-2018 19:00,19-07-2018 20:00,72.0,19.0,21.38,0.6,6.6,8.95
19-07-2018 20:00,19-07-2018 21:00,None,14.5,20.97,0.5,8.0,8.2
19-07-2018 21:00,19-07-2018 22:00,62.0,11.0,27.23,0.55,6.88,8.35
19-07-2018 22:00,19-07-2018 23:00,62.0,13.0,30.28,0.58,3.85,9.2
19-07-2018 23:00,20-07-2018 00:00,75.0,21.0,34.15,0.85,4.3,9.75
20-07-2018 00:00,20-07-2018 01:00,103.0,35.5,37.6,1.2,None,10.15
20-07-2018 01:00,20-07-2018 02:00,109.5,47.0,35.18,1.08,6.75,10.78
20-07-2018 02:00,20-07-2018 03:00,107.5,49.5,24.35,0.95,0.45,10.6
20-07-2018 03:00,20-07-2018 04:00,112.0,53.0,19.73,0.8,4.6,10.22
20-07-2018 04:00,20-07-2018 05:00,84.0,45.0,17.5,0.52,31.68,9.92
20-07-2018 05:00,20-07-2018 06:00,58.0,26.0,16.45,0.43,31.32,10.4
20-07-2018 06:00,20-07-2018 07:00,72.0,26.5,22.95,0.95,27.4,10.78
20-07-2018 07:00,20-07-2018 08:00,119.5,56.5,27.53,1.05,12.37,10.52
20-07-2018 08:00,20-07-2018 09:00,150.5,74.5,24.5,0.95,2.6,10.45
20-07-2018 09:00,20-07-2018 10:00,119.5,58.5,19.9,0.92,None,9.85
20-07-2018 10:00,20-07-2018 11:00,82.0,43.5,22.82,0.83,None,9.4
20-07-2018 11:00,20-07-2018 12:00,57.0,40.0,23.15,0.7,None,9.05
20-07-2018 12:00,20-07-2018 13:00,61.0,42.0,24.95,1.4,None,9.23
20-07-2018 13:00,20-07-2018 14:00,87.0,56.5,29.37,1.55,3.8,10.5
20-07-2018 14:00,20-07-2018 15:00,112.0,70.5,29.77,1.35,2.92,11.9
20-07-2018 15:00,20-07-2018 16:00,120.5,73.0,22.7,0.97,8.27,11.7
20-07-2018 16:00,20-07-2018 17:00,99.0,47.5,16.8,0.92,12.1,11.52
20-07-2018 17:00,20-07-2018 18:00,77.0,28.0,18.97,1.05,14.6,10.35
20-07-2018 18:00,20-07-2018 19:00,83.0,34.0,24.92,1.03,9.88,10.17
20-07-2018 19:00,20-07-2018 20:00,88.0,35.0,26.22,1.32,8.05,9.9
20-07-2018 20:00,20-07-2018 21:00,105.5,45.5,26.93,1.2,6.77,9.98
20-07-2018 21:00,20-07-2018 22:00,112.75,49.75,23.62,1.25,7.38,10.12
20-07-2018 22:00,20-07-2018 23:00,90.0,34.5,22.22,1.32,24.8,10.55
20-07-2018 23:00,21-07-2018 00:00,100.0,43.0,21.55,1.15,51.0,12.8
21-07-2018 00:00,21-07-2018 01:00,96.0,43.0,20.95,1.03,19.95,11.55
21-07-2018 01:00,21-07-2018 02:00,108.0,50.0,22.93,1.15,None,14.72
21-07-2018 02:00,21-07-2018 03:00,122.5,54.5,20.85,1.1,None,14.55
21-07-2018 03:00,21-07-2018 04:00,119.0,55.0,19.35,1.2,None,20.05
21-07-2018 04:00,21-07-2018 05:00,108.0,55.5,14.92,1.08,110.62,13.75
21-07-2018 05:00,21-07-2018 06:00,118.5,79.5,15.9,0.98,57.38,12.53
21-07-2018 06:00,21-07-2018 07:00,182.5,141.0,15.45,0.45,36.7,12.42
21-07-2018 07:00,21-07-2018 08:00,230.0,180.5,19.55,0.43,22.58,13.17
21-07-2018 08:00,21-07-2018 09:00,234.5,176.5,21.88,0.53,17.2,14.55
21-07-2018 09:00,21-07-2018 10:00,189.5,126.5,21.85,0.38,15.47,14.15
21-07-2018 10:00,21-07-2018 11:00,163.0,101.0,23.45,0.2,45.1,13.05
21-07-2018 11:00,21-07-2018 12:00,197.0,123.0,24.7,0.58,38.2,12.4
21-07-2018 12:00,21-07-2018 13:00,159.0,95.5,20.78,0.77,33.67,10.97
21-07-2018 13:00,21-07-2018 14:00,99.0,41.0,23.8,0.8,22.43,10.18
21-07-2018 14:00,21-07-2018 15:00,88.0,35.0,25.07,1.1,24.18,11.07
21-07-2018 15:00,21-07-2018 16:00,70.0,34.0,24.78,1.0,32.3,10.97
21-07-2018 16:00,21-07-2018 17:00,70.5,30.5,37.35,1.08,63.45,12.0
21-07-2018 17:00,21-07-2018 18:00,89.0,25.0,22.15,0.53,25.5,10.62
21-07-2018 18:00,21-07-2018 19:00,None,18.0,30.18,0.83,24.03,9.9
21-07-2018 19:00,21-07-2018 20:00,58.0,31.0,33.95,0.92,42.2,11.1
21-07-2018 20:00,21-07-2018 21:00,66.0,42.5,34.55,0.78,74.07,11.9
21-07-2018 21:00,21-07-2018 22:00,74.0,42.75,34.48,0.3,107.5,11.67
21-07-2018 22:00,21-07-2018 23:00,None,30.0,21.82,0.08,184.2,12.75
21-07-2018 23:00,22-07-2018 00:00,None,30.5,22.4,0.28,97.65,13.23
22-07-2018 00:00,22-07-2018 01:00,None,26.5,23.8,0.92,90.02,11.9
22-07-2018 01:00,22-07-2018 02:00,73.0,30.5,25.17,0.78,18.7,13.57
22-07-2018 02:00,22-07-2018 03:00,63.0,36.5,20.9,1.0,33.62,11.3
22-07-2018 03:00,22-07-2018 04:00,64.0,40.0,21.15,1.15,49.1,11.75
22-07-2018 04:00,22-07-2018 05:00,79.0,49.5,20.63,1.37,99.95,13.0
22-07-2018 05:00,22-07-2018 06:00,83.0,35.5,14.35,1.28,53.15,11.05
22-07-2018 06:00,22-07-2018 07:00,51.0,17.5,16.93,0.6,108.3,10.08
22-07-2018 07:00,22-07-2018 08:00,72.5,31.0,18.4,0.53,51.9,9.97
22-07-2018 08:00,22-07-2018 09:00,94.0,26.5,13.3,0.43,38.35,9.48
22-07-2018 09:00,22-07-2018 10:00,None,8.0,18.42,0.15,19.68,9.25
22-07-2018 10:00,22-07-2018 11:00,None,18.5,20.67,0.15,26.55,10.47
22-07-2018 11:00,22-07-2018 12:00,56.0,34.5,16.55,0.2,116.75,9.1
22-07-2018 12:00,22-07-2018 13:00,59.5,43.0,17.23,0.5,67.8,8.92
22-07-2018 13:00,22-07-2018 14:00,63.0,29.5,18.38,0.65,31.23,8.62
22-07-2018 14:00,22-07-2018 15:00,52.0,21.0,18.12,0.7,46.9,9.38
22-07-2018 15:00,22-07-2018 16:00,52.0,21.5,20.67,0.55,59.5,9.92
22-07-2018 16:00,22-07-2018 17:00,None,17.0,22.7,0.75,39.88,8.78
22-07-2018 17:00,22-07-2018 18:00,None,21.0,25.63,0.75,54.05,9.03
22-07-2018 18:00,22-07-2018 19:00,67.0,33.0,29.57,1.4,16.23,9.42
22-07-2018 19:00,22-07-2018 20:00,58.5,35.5,19.05,1.25,12.97,8.83
22-07-2018 20:00,22-07-2018 21:00,50.0,24.5,19.7,1.2,13.9,8.3
22-07-2018 21:00,22-07-2018 22:00,69.0,29.0,23.33,1.13,20.03,10.1
22-07-2018 22:00,22-07-2018 23:00,66.5,31.5,22.75,0.95,99.0,12.75
22-07-2018 23:00,23-07-2018 00:00,131.5,89.0,28.53,0.9,20.0,11.75
23-07-2018 00:00,23-07-2018 01:00,158.5,118.0,18.8,0.0,17.2,11.08
23-07-2018 01:00,23-07-2018 02:00,147.5,120.0,19.48,None,20.75,10.47
23-07-2018 02:00,23-07-2018 03:00,134.5,116.5,16.95,None,17.03,10.65
23-07-2018 03:00,23-07-2018 04:00,101.0,82.0,16.58,None,19.22,10.7
23-07-2018 04:00,23-07-2018 05:00,110.0,58.0,14.62,None,14.78,10.6
23-07-2018 05:00,23-07-2018 06:00,None,30.5,13.53,0.5,18.35,9.88
23-07-2018 06:00,23-07-2018 07:00,108.0,61.0,17.75,0.58,17.83,10.72
23-07-2018 07:00,23-07-2018 08:00,135.5,107.0,19.03,0.88,19.45,11.15
23-07-2018 08:00,23-07-2018 09:00,121.0,81.5,17.02,0.7,23.1,11.03
23-07-2018 09:00,23-07-2018 10:00,68.0,32.0,16.45,0.72,91.48,11.92
23-07-2018 10:00,23-07-2018 11:00,77.0,37.0,18.82,0.68,36.72,11.15
23-07-2018 11:00,23-07-2018 12:00,90.0,41.5,20.45,0.75,27.25,9.15
23-07-2018 12:00,23-07-2018 13:00,66.5,20.0,15.58,0.97,27.55,8.57
23-07-2018 13:00,23-07-2018 14:00,50.0,7.0,15.97,0.92,157.7,12.6
23-07-2018 14:00,23-07-2018 15:00,None,6.0,15.95,0.78,50.88,11.68
23-07-2018 15:00,23-07-2018 16:00,None,5.0,13.85,0.8,65.6,11.62
23-07-2018 16:00,23-07-2018 17:00,None,4.0,12.83,0.85,41.45,11.18
23-07-2018 17:00,23-07-2018 18:00,None,2.5,14.92,0.65,54.68,11.22
23-07-2018 18:00,23-07-2018 19:00,72.0,12.0,21.75,0.58,71.95,11.42
23-07-2018 19:00,23-07-2018 20:00,78.5,22.0,27.87,0.38,72.02,11.0
23-07-2018 20:00,23-07-2018 21:00,103.0,30.5,31.88,0.7,43.13,12.9
23-07-2018 21:00,23-07-2018 22:00,125.5,40.0,29.85,1.08,22.3,16.93
23-07-2018 22:00,23-07-2018 23:00,143.0,43.5,26.22,0.42,19.85,11.9
23-07-2018 23:00,24-07-2018 00:00,139.0,45.0,22.33,0.1,17.18,10.95
24-07-2018 00:00,24-07-2018 01:00,112.0,44.5,20.65,0.05,15.72,11.05
24-07-2018 01:00,24-07-2018 02:00,93.0,37.5,18.92,0.43,21.55,10.65
24-07-2018 02:00,24-07-2018 03:00,90.0,44.0,18.35,0.0,16.22,9.45
24-07-2018 03:00,24-07-2018 04:00,82.0,47.0,16.35,0.55,13.12,9.7
24-07-2018 04:00,24-07-2018 05:00,68.5,37.5,15.82,0.72,13.27,9.42
24-07-2018 05:00,24-07-2018 06:00,135.0,98.5,16.65,0.68,13.45,9.42
24-07-2018 06:00,24-07-2018 07:00,187.0,132.0,16.4,1.0,15.15,10.33
24-07-2018 07:00,24-07-2018 08:00,157.0,82.0,19.53,0.73,15.45,9.45
24-07-2018 08:00,24-07-2018 09:00,138.5,52.5,20.93,1.03,18.48,10.75
24-07-2018 09:00,24-07-2018 10:00,129.0,49.5,17.25,0.65,16.6,9.78
24-07-2018 10:00,24-07-2018 11:00,105.5,43.5,17.02,0.58,87.92,10.55
24-07-2018 11:00,24-07-2018 12:00,78.0,29.0,15.25,0.8,43.93,9.55
24-07-2018 12:00,24-07-2018 13:00,58.5,19.5,14.83,0.58,32.12,8.05
24-07-2018 13:00,24-07-2018 14:00,59.0,20.0,15.42,0.5,64.68,9.35
24-07-2018 14:00,24-07-2018 15:00,65.5,21.5,15.55,0.7,95.12,12.4
24-07-2018 15:00,24-07-2018 16:00,70.5,23.0,14.3,1.2,88.95,11.43
24-07-2018 16:00,24-07-2018 17:00,67.5,22.0,14.57,1.45,124.2,11.62
24-07-2018 17:00,24-07-2018 18:00,67.0,18.0,15.77,0.7,127.7,14.95
24-07-2018 18:00,24-07-2018 19:00,79.0,25.0,17.9,0.0,52.5,12.75
24-07-2018 19:00,24-07-2018 20:00,96.0,33.5,26.73,0.18,27.93,10.9
24-07-2018 20:00,24-07-2018 21:00,101.0,33.0,32.68,0.9,27.28,11.7
24-07-2018 21:00,24-07-2018 22:00,81.5,24.5,26.5,0.45,15.65,8.15
24-07-2018 22:00,24-07-2018 23:00,66.5,18.5,29.95,0.35,16.32,8.83
24-07-2018 23:00,25-07-2018 00:00,70.0,17.0,29.35,0.35,15.7,8.78
25-07-2018 00:00,25-07-2018 01:00,63.0,17.0,23.65,0.9,17.38,8.55
25-07-2018 01:00,25-07-2018 02:00,62.5,23.0,18.75,1.0,23.4,9.82
25-07-2018 02:00,25-07-2018 03:00,62.5,28.5,17.6,1.65,19.35,10.35
25-07-2018 03:00,25-07-2018 04:00,60.0,34.0,17.45,1.7,12.58,9.03
25-07-2018 04:00,25-07-2018 05:00,64.0,33.0,13.83,1.85,12.55,8.88
25-07-2018 05:00,25-07-2018 06:00,None,21.5,14.12,1.2,12.77,8.85
25-07-2018 06:00,25-07-2018 07:00,None,9.0,13.23,0.28,12.95,10.05
25-07-2018 07:00,25-07-2018 08:00,64.0,9.5,18.1,0.45,13.75,10.77
25-07-2018 08:00,25-07-2018 09:00,60.0,15.0,19.8,0.58,13.55,10.08
25-07-2018 09:00,25-07-2018 10:00,56.0,13.0,20.8,0.78,14.22,10.57
25-07-2018 10:00,25-07-2018 11:00,89.0,23.5,21.4,1.05,37.55,10.7
25-07-2018 11:00,25-07-2018 12:00,96.0,38.0,23.85,0.95,17.03,10.9
25-07-2018 12:00,25-07-2018 13:00,88.5,35.5,22.05,1.05,15.22,9.8
25-07-2018 13:00,25-07-2018 14:00,64.5,27.0,20.5,0.78,15.17,10.9
25-07-2018 14:00,25-07-2018 15:00,59.5,24.0,22.8,0.5,18.68,12.92
25-07-2018 15:00,25-07-2018 16:00,79.0,30.5,25.43,0.5,24.57,12.05
25-07-2018 16:00,25-07-2018 17:00,103.5,41.5,25.02,0.7,25.65,11.88
25-07-2018 17:00,25-07-2018 18:00,104.5,46.0,26.0,0.8,26.1,11.25
25-07-2018 18:00,25-07-2018 19:00,98.0,47.5,29.2,1.08,29.4,10.78
25-07-2018 19:00,25-07-2018 20:00,100.0,46.5,34.35,1.53,13.5,8.55
25-07-2018 20:00,25-07-2018 21:00,86.5,42.5,31.62,1.6,8.55,8.45
25-07-2018 21:00,25-07-2018 22:00,67.0,33.5,27.17,1.65,8.1,8.0
25-07-2018 22:00,25-07-2018 23:00,58.0,24.5,27.18,1.62,10.15,8.95
25-07-2018 23:00,26-07-2018 00:00,60.5,23.5,25.25,1.2,10.5,9.4
26-07-2018 00:00,26-07-2018 01:00,64.5,26.0,20.25,0.7,9.65,9.08
26-07-2018 01:00,26-07-2018 02:00,63.0,25.5,18.35,0.87,38.25,9.33
26-07-2018 02:00,26-07-2018 03:00,69.0,29.0,18.7,0.35,11.4,10.95
26-07-2018 03:00,26-07-2018 04:00,68.5,29.5,20.68,0.3,38.25,9.65
26-07-2018 04:00,26-07-2018 05:00,72.5,32.0,19.67,0.58,14.88,9.78
26-07-2018 05:00,26-07-2018 06:00,78.0,34.5,17.18,0.48,15.42,9.47
26-07-2018 06:00,26-07-2018 07:00,71.5,24.0,14.15,0.33,14.73,9.67
26-07-2018 07:00,26-07-2018 08:00,64.0,15.0,15.1,0.05,34.47,9.95
26-07-2018 08:00,26-07-2018 09:00,None,10.0,15.52,None,21.15,9.62
26-07-2018 09:00,26-07-2018 10:00,None,13.5,15.8,None,49.35,9.97
26-07-2018 10:00,26-07-2018 11:00,67.0,24.0,18.4,None,13.45,10.18
26-07-2018 11:00,26-07-2018 12:00,72.5,26.5,15.77,0.3,13.2,10.3
26-07-2018 12:00,26-07-2018 13:00,72.5,21.5,15.17,0.15,12.35,11.13
26-07-2018 13:00,26-07-2018 14:00,67.0,16.5,16.98,0.0,12.85,10.67
26-07-2018 14:00,26-07-2018 15:00,None,9.5,14.45,None,17.0,10.55
26-07-2018 15:00,26-07-2018 16:00,None,8.5,15.83,None,15.97,10.17
26-07-2018 16:00,26-07-2018 17:00,None,12.5,16.4,None,16.37,9.5
26-07-2018 17:00,26-07-2018 18:00,None,13.0,18.0,0.45,15.38,9.45
26-07-2018 18:00,26-07-2018 19:00,None,31.0,18.75,0.98,16.28,9.5
26-07-2018 19:00,26-07-2018 20:00,None,29.5,20.95,0.35,14.3,9.3
26-07-2018 20:00,26-07-2018 21:00,64.0,46.0,24.88,0.7,13.25,9.1
26-07-2018 21:00,26-07-2018 22:00,61.5,55.0,18.85,None,14.05,9.38
26-07-2018 22:00,26-07-2018 23:00,88.5,71.5,19.7,None,14.53,9.98
26-07-2018 23:00,27-07-2018 00:00,118.0,55.0,18.07,None,15.12,9.05
27-07-2018 00:00,27-07-2018 01:00,None,15.0,13.28,None,15.15,8.97
27-07-2018 01:00,27-07-2018 02:00,None,14.0,13.17,None,19.55,8.0
27-07-2018 02:00,27-07-2018 03:00,None,12.5,17.6,None,16.08,9.7
27-07-2018 03:00,27-07-2018 04:00,None,18.0,16.6,None,15.57,8.77
27-07-2018 04:00,27-07-2018 05:00,117.0,67.5,14.9,None,15.2,9.25
27-07-2018 05:00,27-07-2018 06:00,84.5,80.0,12.83,None,15.05,8.8
27-07-2018 06:00,27-07-2018 07:00,52.0,27.5,15.02,None,14.63,9.25
27-07-2018 07:00,27-07-2018 08:00,None,15.5,16.77,None,15.38,9.6
27-07-2018 08:00,27-07-2018 09:00,99.0,50.0,19.3,None,14.7,10.8
27-07-2018 09:00,27-07-2018 10:00,83.0,62.0,17.05,None,15.03,10.43
27-07-2018 10:00,27-07-2018 11:00,74.0,61.0,19.57,None,15.27,10.02
27-07-2018 11:00,27-07-2018 12:00,71.5,63.0,19.47,None,14.7,11.25
27-07-2018 12:00,27-07-2018 13:00,56.5,48.5,15.65,None,14.08,10.1
