Sampling_Date,pH,Conductivity,BOD,NitrateN,Fecal.Coliform.,Total.Coliform.
4/28/2014,6.7,87,1.6,0.1,0,2300
4/28/2014,7.2,315,1.4,0.2,910,4300
4/28/2014,6.8,144,0.6,0.3,0,2300
4/28/2014,8.2,151,0.5,0.419,330,790
4/28/2014,8,953,4,1.02,NaN,920
4/28/2014,7.7,627,1.8,NaN,NaN,NaN
4/28/2014,6.8,76,2.2,1.43,31,63
4/28/2014,7.3,80,2,2.8,33,63
4/28/2014,7.4,84,2.2,3.6,33,74
4/28/2014,7.2,108,2.8,5.6,49,110
4/28/2014,7.1,85,2,4.2,38,84
4/28/2014,7.2,85,2,3.5,33,70
4/28/2014,8.3,144,0.3,0.334,3500,5400
4/28/2014,8.3,144,0.3,0.334,3500,5400
4/29/2014,8.3,973,NaN,0.136,500,1600
4/29/2014,8.5,688,NaN,0.106,300,900
4/29/2014,8.5,1161,NaN,0.13,900,1600
4/29/2014,8.65,375,0.2,NaN,70,170
4/29/2014,7.54,196.4,NaN,NaN,10,32
4/29/2014,7.7,582,1.4,NaN,NaN,NaN
4/29/2014,7.72,615,2,0.4,NaN,NaN
4/29/2014,8.1,38730,0.9,0.796,78,230
4/29/2014,8.4,237,0.5,0.391,2200,9200
4/29/2014,7.32,80,2.4,0.6,800,3300
4/29/2014,8.2,15040,1.1,0.431,170,490
4/29/2014,8,150,0.5,0.372,1100,2600
4/29/2014,8.36,166,0.2,NaN,43,140
4/29/2014,8.3,473,NaN,0.1,900,1600
4/29/2014,7.23,,1.2,1,NaN,46
4/29/2014,7.26,,0.8,0.8,NaN,25
4/29/2014,7.8,528,1.4,NaN,NaN,NaN
4/29/2014,7.8,618,1.6,NaN,NaN,NaN
4/29/2014,7.9,185,1.5,3.4,39,94
4/29/2014,7.4,68,1.6,3,29,55
4/29/2014,7.4,80,1.7,2.8,27,54
4/29/2014,7.4,74,2.2,2.9,27,50
4/30/2014,8.14,252,0.5,0.97,NaN,NaN
4/30/2014,7.21,190,0.5,4.7,NaN,NaN
4/30/2014,7.86,325,3,5.33,NaN,NaN
4/30/2014,8.66,353,0.2,0.018,49,130
4/30/2014,7.89,322,0.6,6.16,NaN,NaN
4/30/2014,6.87,1144,3.8,1.57,24,82
4/30/2014,9,186,16,1.8,NaN,NaN
4/30/2014,8.5,589,16,1.8,NaN,NaN
4/30/2014,7.83,194,1.8,0.3,1700,5000
4/30/2014,8.72,402,0.1,NaN,23,79
4/30/2014,8.69,501,0.2,0.242,33,110
4/30/2014,7.93,329,1.2,0.86,NaN,12
4/30/2014,7.02,161,2,1.17,NaN,14
4/30/2014,7.8,220,1.2,NaN,NaN,NaN
4/30/2014,7.1,135,4.2,5.8,700,1400
4/30/2014,7.3,62,1.8,2.8,22,49
4/30/2014,7.4,82,2.2,4,29,53
5/1/2014,8.54,440,4.2,NaN,17000,21000
5/1/2014,8.07,268,0.2,0.067,110,350
5/1/2014,8.33,251,0.3,NaN,140,540
5/1/2014,7.38,600,2.6,2,10,500
5/1/2014,7.7,210,3.5,1.234,NaN,NaN
5/1/2014,7.85,75,1.6,1.06,NaN,NaN
5/1/2014,7.85,176,3,0.85,NaN,NaN
5/1/2014,7.8,145,3.4,1.954,NaN,NaN
5/1/2014,7.52,73,1,1.2,NaN,NaN
5/1/2014,8.42,1154,3.4,4,20,650
5/1/2014,8.5,274,14,1.3,NaN,NaN
5/1/2014,8,210,11,0.9,NaN,NaN
5/1/2014,8.5,319,15,2.8,NaN,NaN
5/1/2014,8.5,200,15,1.9,NaN,NaN
5/1/2014,7,190,34,22.2,NaN,NaN
5/1/2014,8.5,373,19,6.4,NaN,NaN
5/1/2014,7,767,1.5,NaN,NaN,NaN
5/1/2014,7,776,1.6,NaN,NaN,NaN
5/1/2014,6,252,1.6,NaN,NaN,NaN
5/1/2014,6,293,1.5,NaN,NaN,NaN
5/1/2014,7.88,1597,1.8,12,32,184
5/1/2014,8.56,461,NaN,1,8,62
5/1/2014,8.32,330,2.8,NaN,2300,3100
5/1/2014,8.5,688,44.8,NaN,170000,280000
5/1/2014,7.7,140,2.3,1.765,NaN,NaN
5/1/2014,7.9,140,2.4,0.964,NaN,NaN
5/1/2014,7.7,145,3.2,0.954,NaN,NaN
5/1/2014,7.6,231,1.7,1.27,NaN,NaN
5/1/2014,7.7,140,3.6,1.765,NaN,NaN
5/1/2014,7.7,125,1,0.21,NaN,NaN
5/1/2014,7.79,126,NaN,0.43,NaN,NaN
5/1/2014,7.85,87,NaN,0.14,NaN,NaN
5/1/2014,7.9,85,NaN,0.69,NaN,NaN
5/1/2014,8,100,1,0.58,NaN,NaN
5/1/2014,7.8,140,1,0.67,NaN,NaN
5/1/2014,8.1,120,NaN,0.434,NaN,NaN
5/1/2014,7.45,110,1,0.45,NaN,NaN
5/1/2014,8.4,275,NaN,1.2,500,900
5/1/2014,8.3,290,NaN,1.2,210,390
5/1/2014,7.5,450,2.6,0.7,400,700
5/1/2014,7.3,1230,8.6,2.2,1100,2300
5/1/2014,7.2,1260,60,3.8,1400,2800
5/1/2014,7.1,1280,67,2.8,21000,39000
5/1/2014,7.2,1570,80,8.2,43000,64000
5/1/2014,8,348,1.4,1.4,280,430
5/1/2014,7.6,794,6,3.2,43000,75000
